id,area_code,int_area_code,Count_of_area,Count_of_broadband_type,broadband_type,bb_type,outage_type,Count_of_transit_server_type,server_type,transit_type,log_report,count_of_log,Sum_of_logs,Count_of_log_report_type,sum_area_vol,Average_of_Volume_frm_area,StdDev_of_Volume_frm_area,Min_of_Volume_frm_area,Max_of_Volume_frm_area,Median_of_Volume_frm_area,Sum_of_volume,Average_of_volume,StdDev_of_volume,Min_of_volume,Max_of_volume,Median_of_volume,outage_duration
6185,1099,1099,23,1,_8,only 8,1,1,_11,only 11,_81_202,305,283,2,13,7,1,6,8,7,7,4,1,3,4,4,0
8323,1099,1099,23,1,_8,only 8,1,1,_11,only 11,_202_81_70_191,277,544,4,20,5,3,2,8,5,27,7,6,3,15,5,0
11001,1099,1099,23,1,_8,only 8,1,1,_11,only 11,_202_191_70_81,277,544,4,52,13,7,6,23,12,9,2,1,1,4,2,0
13334,1099,1099,23,1,_8,only 8,1,1,_11,only 11,_81_191_70_202,305,544,4,20,5,6,0,12,4,147,37,40,2,74,36,0
15791,1099,1099,23,1,_8,only 8,1,1,_11,only 11,_202_81,277,283,2,2,1,0,1,2,1,39,20,6,15,24,20,0
16660,1099,1099,23,1,_8,only 8,1,1,_11,only 11,_70,364,70,1,23,23,0,23,23,23,1,1,0,1,1,1,0
16874,1099,1099,23,1,_8,only 8,1,1,_11,only 11,_81_202,305,283,2,3,2,0,1,2,2,31,16,4,13,18,16,0
17364,1099,1099,23,1,_8,only 8,1,1,_11,only 11,_81_202,305,283,2,5,3,2,1,4,3,22,11,7,6,16,11,0
18001,1099,1099,23,1,_8,only 8,1,1,_11,only 11,_70_202_81,364,353,3,30,10,11,3,23,5,14,5,4,1,8,5,0
18414,1099,1099,23,1,_8,only 8,1,1,_11,only 11,_70_191,364,261,2,12,6,2,5,8,6,8,4,1,3,5,4,0
2594,1098,1098,3,1,_8,only 8,1,1,_11,only 11,_54,1573,54,1,3,3,0,3,3,3,1,1,0,1,1,1,2
3106,1098,1098,3,1,_8,only 8,2,1,_11,only 11,_207,137,207,1,3,3,0,3,3,3,1,1,0,1,1,1,1
11963,1098,1098,3,1,_8,only 8,1,1,_11,only 11,_170_207,1526,377,2,3,2,2,0,3,2,46,23,31,1,45,23,0
959,1097,1097,14,1,_8,only 8,1,1,_11,only 11,_170_68,1526,238,2,12,6,2,5,7,6,5,3,1,2,3,3,1
2281,1097,1097,14,1,_8,only 8,2,1,_11,only 11,_170_68,1526,238,2,28,14,0,14,14,14,2,1,0,1,1,1,1
3212,1097,1097,14,1,_8,only 8,1,1,_11,only 11,_68,1093,68,1,14,14,0,14,14,14,1,1,0,1,1,1,1
6872,1097,1097,14,1,_8,only 8,1,1,_11,only 11,_170_54,1526,224,2,10,5,3,3,7,5,7,4,2,2,5,4,0
10330,1097,1097,14,1,_8,only 8,1,1,_11,only 11,_54,1573,54,1,5,5,0,5,5,5,3,3,0,3,3,3,1
12844,1097,1097,14,3,_1_8_2,with 8,1,4,_11_7_6_20,others,_182_204_68_207_54_143_170_83_219_142_134,157,1606,11,99,9,5,0,14,7,108,10,19,1,55,2,0
14281,1097,1097,14,1,_8,only 8,1,1,_11,only 11,_170,1526,170,1,14,14,0,14,14,14,1,1,0,1,1,1,1
15265,1097,1097,14,1,_8,only 8,1,1,_11,only 11,_68_170,1093,238,2,12,6,2,5,7,6,5,3,1,2,3,3,1
15720,1097,1097,14,1,_8,only 8,1,1,_11,only 11,_68_170_54,1093,292,3,35,12,4,7,14,14,4,1,1,1,2,1,1
16424,1097,1097,14,1,_8,only 8,2,1,_11,only 11,_170_68,1526,238,2,7,4,0,4,4,4,8,4,0,4,4,4,0
17250,1097,1097,14,1,_8,only 8,1,1,_11,only 11,_170,1526,170,1,5,5,0,5,5,5,3,3,0,3,3,3,0
17601,1097,1097,14,1,_8,only 8,1,1,_11,only 11,_170_54,1526,224,2,14,7,0,7,7,7,4,2,0,2,2,2,1
6386,1096,1096,3,1,_2,only 2,1,1,_21,others,_135_220,126,355,2,6,3,0,3,3,3,2,1,0,1,1,1,0
10961,1096,1096,3,1,_2,only 2,1,1,_20,only 20,_134,1419,134,1,3,3,0,3,3,3,1,1,0,1,1,1,0
1379,1095,1095,13,5,_4_7_2_6_8,with 8,1,6,_23_22_14_20_13_11,others,_30_134_118_306_54_345_273_219_68_304_170_179_222,16,2422,13,81,6,5,0,13,7,134,10,16,1,55,2,0
2608,1095,1095,13,2,_7_8,with 8,1,2,_11_23,others,_54_306,1573,360,2,26,13,0,13,13,13,2,1,0,1,1,1,0
4143,1095,1095,13,2,_10_8,with 8,1,2,_11_18,others,_267_68_341_179_266,2,1121,5,65,13,0,13,13,13,5,1,0,1,1,1,0
4292,1095,1095,13,1,_8,only 8,2,1,_11,only 11,_77,2,77,1,13,13,0,13,13,13,1,1,0,1,1,1,0
5908,1095,1095,13,2,_7_8,with 8,1,2,_23_11,others,_54_223_170_306,1573,753,4,46,11,3,7,13,13,5,1,1,1,2,1,1
10686,1095,1095,13,2,_8_6,with 8,1,2,_13_11,others,_68_273,1093,341,2,17,9,6,4,13,9,4,2,1,1,3,2,1
12411,1095,1095,13,1,_7,others,4,1,_23,others,_223_306,121,529,2,17,9,6,4,13,9,4,2,1,1,3,2,1
13672,1095,1095,13,2,_8_6,with 8,1,2,_11_13,others,_179_273_68,207,520,3,26,9,4,7,13,7,5,2,1,1,2,2,1
15158,1095,1095,13,1,_8,only 8,2,1,_11,only 11,_68,1093,68,1,13,13,0,13,13,13,1,1,0,1,1,1,0
15161,1095,1095,13,2,_10_8,with 8,1,2,_18_11,others,_179_266_68,207,513,3,26,9,4,7,13,7,5,2,1,1,2,2,0
2759,1094,1094,8,1,_8,only 8,2,1,_15,only 15,_198_76,70,274,2,16,8,0,8,8,8,2,1,0,1,1,1,0
4276,1094,1094,8,2,_2_8,with 8,1,2,_11_54,others,_196_74,148,270,2,16,8,0,8,8,8,2,1,0,1,1,1,0
12708,1094,1094,8,1,_8,only 8,1,1,_11,only 11,_74_196,169,270,2,12,6,3,4,8,6,3,2,1,1,2,2,1
14229,1094,1094,8,1,_8,only 8,1,2,_11_15,only 11&15,_193_71,1160,264,2,12,6,3,4,8,6,3,2,1,1,2,2,0
17975,1094,1094,8,1,_8,only 8,1,1,_11,only 11,_66,42,66,1,8,8,0,8,8,8,1,1,0,1,1,1,1
1086,1093,1093,6,1,_8,only 8,1,1,_11,only 11,_87,207,87,1,3,3,0,3,3,3,2,2,0,2,2,2,0
12186,1093,1093,6,3,_8_2_7,with 8,1,4,_11_23_32_20,others,_219_134_306_58_280,1152,997,5,25,5,2,1,6,6,12,2,3,1,8,1,0
16552,1093,1093,6,1,_8,only 8,1,1,_11,only 11,_170_209_87,1526,466,3,18,6,0,6,6,6,3,1,0,1,1,1,1
18049,1093,1093,6,1,_8,only 8,1,1,_11,only 11,_87_86_54_209_170_207,207,813,6,36,6,0,6,6,6,6,1,0,1,1,1,1
558,1092,1092,3,1,_8,only 8,1,1,_11,only 11,_170,1526,170,1,1,1,0,1,1,1,4,4,0,4,4,4,1
2724,1092,1092,3,1,_8,only 8,1,1,_11,only 11,_68,1093,68,1,3,3,0,3,3,3,1,1,0,1,1,1,0
15760,1092,1092,3,1,_8,only 8,1,1,_11,only 11,_68_204_83,1093,355,3,6,2,1,2,3,2,5,2,1,1,2,2,1
1684,1091,1091,5,1,_6,others,1,1,_13,others,_345,321,345,1,3,3,0,3,3,3,2,2,0,2,2,2,0
14949,1091,1091,5,1,_8,only 8,1,1,_11,only 11,_170,1526,170,1,5,5,0,5,5,5,1,1,0,1,1,1,0
16569,1091,1091,5,1,_8,only 8,2,1,_11,only 11,_68,1093,68,1,5,5,0,5,5,5,1,1,0,1,1,1,0
532,1090,1090,6,1,_8,only 8,1,1,_11,only 11,_195_73,783,268,2,12,6,0,6,6,6,2,1,0,1,1,1,0
912,1090,1090,6,1,_8,only 8,1,1,_11,only 11,_202_81,277,283,2,5,2,1,2,3,2,6,3,1,2,4,3,1
5064,1090,1090,6,1,_8,only 8,1,1,_11,only 11,_202_81,277,283,2,2,1,0,1,1,1,16,8,3,6,10,8,0
7201,1090,1090,6,1,_8,only 8,2,1,_11,only 11,_202_81,277,283,2,3,2,0,2,2,2,8,4,0,4,4,4,2
7606,1090,1090,6,1,_8,only 8,1,1,_11,only 11,_81_202,305,283,2,5,2,1,2,3,2,6,3,1,2,4,3,1
16687,1090,1090,6,1,_8,only 8,1,1,_11,only 11,_202_81,277,283,2,4,2,0,2,2,2,7,4,1,3,4,4,1
570,1089,1089,8,1,_8,only 8,1,1,_11,only 11,_54_170,1573,224,2,12,6,3,4,8,6,3,2,1,1,2,2,0
6732,1089,1089,8,1,_8,only 8,1,1,_11,only 11,_54_170,1573,224,2,5,3,0,3,3,3,6,3,0,3,3,3,0
7338,1089,1089,8,1,_8,only 8,1,1,_11,only 11,_54,1573,54,1,4,4,0,4,4,4,2,2,0,2,2,2,1
9160,1089,1089,8,1,_8,only 8,1,1,_11,only 11,_170_207_54_86,1526,517,4,18,5,4,1,8,5,16,4,3,1,7,4,1
12261,1089,1089,8,1,_8,only 8,1,1,_11,only 11,_170_68_54,1526,292,3,9,3,4,0,8,1,29,10,8,1,17,11,2
14212,1089,1089,8,1,_8,only 8,1,1,_11,only 11,_54_204_170_83,1573,511,4,16,4,3,0,8,4,58,15,26,1,53,2,2
17032,1089,1089,8,1,_8,only 8,1,1,_11,only 11,_170_85_54,1526,309,3,24,8,0,8,8,8,3,1,0,1,1,1,1
1015,1088,1088,6,2,_4_8,with 8,2,2,_14_11,others,_54_68,1573,122,2,9,5,2,3,6,5,3,2,1,1,2,2,0
1694,1088,1088,6,2,_8_6,with 8,1,2,_13_11,others,_68_273,1093,341,2,9,5,2,3,6,5,3,2,1,1,2,2,1
2531,1088,1088,6,1,_2,only 2,3,1,_40,others,_10,24,10,1,6,6,0,6,6,6,1,1,0,1,1,1,0
3035,1088,1088,6,2,_6_8,with 8,1,2,_11_13,others,_273_68,491,341,2,6,3,0,3,3,3,4,2,0,2,2,2,1
6384,1088,1088,6,1,_6,others,1,1,_13,others,_345_273,321,618,2,12,6,0,6,6,6,2,1,0,1,1,1,1
10127,1088,1088,6,2,_8_6,with 8,1,2,_13_11,others,_179_273_68,207,520,3,18,6,0,6,6,6,3,1,0,1,1,1,1
6951,1087,1087,3,1,_8,only 8,1,2,_15_11,only 11&15,_80_201,1336,281,2,2,1,1,1,2,1,8,4,3,2,6,4,0
93,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_82,3472,82,1,4,4,0,4,4,4,8,8,0,8,8,8,0
296,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,8,4,4,1,7,4,37,19,19,5,32,19,2
1072,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,10,5,1,4,6,5,14,7,1,6,8,7,2
1782,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,3,2,0,1,2,2,43,22,4,19,24,22,2
2208,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,11,5,2,4,7,5,13,7,2,5,8,7,2
2903,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,6,3,2,2,4,3,28,14,8,8,20,14,2
2998,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,41,21,18,8,33,21,5,3,2,1,4,3,1
3425,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,13,6,7,2,11,6,23,12,12,3,20,12,1
4209,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,6,3,2,1,4,3,31,16,11,8,23,16,2
4881,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,39,19,19,6,33,19,7,4,4,1,6,4,1
5285,1086,1086,33,1,_8,only 8,1,2,_15_11,only 11&15,_82_203,3472,285,2,4,2,0,2,2,2,34,17,3,15,19,17,2
5444,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_82,3472,82,1,6,6,0,6,6,6,6,6,0,6,6,6,0
5871,1086,1086,33,1,_8,only 8,1,2,_11_15,only 11&15,_203_82,2823,285,2,21,10,9,4,17,10,10,5,4,2,8,5,1
6688,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,20,10,9,3,17,10,12,6,6,2,10,6,1
7594,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_203_82_68,2823,353,3,18,6,9,1,17,1,89,30,24,2,44,43,2
8495,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_82,3472,82,1,2,2,0,2,2,2,18,18,0,18,18,18,0
8762,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,15,8,5,4,11,8,11,6,4,3,8,6,0
9573,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_82,3472,82,1,2,2,0,2,2,2,19,19,0,19,19,19,0
12108,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_82,3472,82,1,2,2,0,2,2,2,14,14,0,14,14,14,0
12363,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,25,12,6,8,17,12,6,3,1,2,4,3,1
12609,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_82,3472,82,1,3,3,0,3,3,3,10,10,0,10,10,10,0
12710,1086,1086,33,1,_8,only 8,1,2,_11_15,only 11&15,_80_82_203,1336,365,3,10,3,4,1,8,1,90,30,26,4,56,30,2
14414,1086,1086,33,2,_8_2,with 8,1,3,_11_20_15,others,_203_134_219_82,2823,638,4,75,19,17,4,33,19,17,4,4,1,8,4,2
14583,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,6,3,1,2,4,3,22,11,4,8,14,11,1
15830,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_80_82_203_201,1336,566,4,19,5,4,1,8,5,71,18,17,4,40,14,2
15857,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_82,3472,82,1,1,1,0,1,1,1,34,34,0,34,34,34,0
15986,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,7,3,0,3,4,3,19,10,1,9,10,10,2
17314,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,4,2,0,2,2,2,30,15,1,14,16,15,2
17443,1086,1086,33,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,7,4,3,2,6,4,26,13,10,6,20,13,2
1054,1084,1084,7,1,_8,only 8,1,1,_11,only 11,_68,1093,68,1,4,4,0,4,4,4,2,2,0,2,2,2,1
1540,1084,1084,7,1,_8,only 8,1,1,_11,only 11,_68_170_54,1093,292,3,18,6,2,4,7,7,4,1,1,1,2,1,1
3670,1084,1084,7,1,_8,only 8,1,1,_11,only 11,_170_54,1526,224,2,5,3,1,2,4,3,6,3,1,2,4,3,1
7180,1084,1084,7,1,_8,only 8,1,2,_11_32,others,_54_170_280,1573,504,3,11,4,0,4,4,4,6,2,0,2,2,2,1
12131,1084,1084,7,2,_8_1,with 8,1,3,_31_11_6,others,_279_170,10,449,2,9,4,4,2,7,4,5,3,2,1,4,3,2
13615,1084,1084,7,1,_8,only 8,1,1,_11,only 11,_170,1526,170,1,7,7,0,7,7,7,1,1,0,1,1,1,1
13872,1084,1084,7,1,_8,only 8,2,2,_32_11,others,_54_280,1573,334,2,14,7,0,7,7,7,2,1,0,1,1,1,0
858,1083,1083,6,1,_8,only 8,1,1,_11,only 11,_54,1573,54,1,3,3,0,3,3,3,2,2,0,2,2,2,0
11134,1083,1083,6,1,_8,only 8,1,1,_11,only 11,_170_68_54,1526,292,3,8,3,3,1,6,1,12,4,3,1,6,5,0
13919,1083,1083,6,1,_8,only 8,2,1,_11,only 11,_68,1093,68,1,2,2,0,2,2,2,3,3,0,3,3,3,0
18093,1083,1083,6,1,_8,only 8,1,1,_11,only 11,_170,1526,170,1,6,6,0,6,6,6,1,1,0,1,1,1,1
6287,1082,1082,5,1,_8,only 8,1,1,_11,only 11,_171_55,459,226,2,5,3,0,3,3,3,4,2,0,2,2,2,0
7907,1082,1082,5,1,_8,only 8,2,1,_11,only 11,_55,564,55,1,5,5,0,5,5,5,1,1,0,1,1,1,0
10120,1082,1082,5,1,_8,only 8,1,1,_11,only 11,_161_68_45,36,274,3,15,5,0,5,5,5,3,1,0,1,1,1,1
11019,1082,1082,5,1,_8,only 8,1,1,_11,only 11,_68_55_171,1093,294,3,10,3,1,3,5,3,5,2,1,1,2,2,0
11969,1082,1082,5,1,_8,only 8,1,1,_11,only 11,_161,36,161,1,5,5,0,5,5,5,1,1,0,1,1,1,0
1709,1081,1081,3,1,_8,only 8,1,2,_15_11,only 11&15,_167_51,87,218,2,5,2,1,2,3,2,3,2,1,1,2,2,0
4619,1081,1081,3,1,_8,only 8,1,2,_15_11,only 11&15,_51_68_167,113,286,3,2,1,0,0,1,1,14,5,2,3,7,4,1
18353,1081,1081,3,1,_8,only 8,1,2,_11_15,only 11&15,_167_51,87,218,2,2,1,1,1,2,1,6,3,1,2,4,3,0
412,1080,1080,3,2,_6_8,with 8,1,2,_11_13,others,_273_68,491,341,2,2,1,1,1,2,1,6,3,1,2,4,3,1
9329,1080,1080,3,2,_6_8,with 8,1,2,_11_13,others,_68_273,1093,341,2,5,2,1,2,3,2,3,2,1,1,2,2,1
15756,1080,1080,3,2,_4_8,with 8,2,2,_11_14,others,_170,1526,170,1,3,3,0,3,3,3,1,1,0,1,1,1,1
969,1079,1079,5,1,_10,others,1,1,_18,others,_328,2,328,1,3,3,0,3,3,3,2,2,0,2,2,2,0
7970,1079,1079,5,1,_2,only 2,1,1,_20,only 20,_134_219,1419,353,2,10,5,0,5,5,5,2,1,0,1,1,1,0
10958,1079,1079,5,2,_6_8,with 8,1,2,_11_13,others,_273_68_345,491,686,3,15,5,0,5,5,5,3,1,0,1,1,1,0
13664,1079,1079,5,2,_8_10,with 8,1,2,_18_11,others,_68_249_329,1093,646,3,11,4,2,1,5,5,6,2,2,1,4,1,0
7804,1078,1078,3,1,_8,only 8,1,1,_11,only 11,_73_109_195,868,377,3,2,1,1,0,2,1,24,8,8,2,17,5,0
12352,1078,1078,3,1,_8,only 8,1,1,_11,only 11,_73_195,868,268,2,0,0,0,0,0,0,27,14,4,11,16,14,0
15730,1078,1078,3,1,_8,only 8,2,1,_11,only 11,_202_68,277,270,2,6,3,0,3,3,3,2,1,0,1,1,1,0
9557,1077,1077,1,1,_8,only 8,2,1,_11,only 11,_73_195,868,268,2,2,1,0,1,1,1,2,1,0,1,1,1,0
2205,1076,1076,4,1,_8,only 8,2,1,_15,only 15,_80,1336,80,1,4,4,0,4,4,4,1,1,0,1,1,1,0
6092,1076,1076,4,1,_8,only 8,2,1,_15,only 15,_56_172,244,228,2,8,4,0,4,4,4,2,1,0,1,1,1,1
8128,1076,1076,4,1,_8,only 8,2,1,_15,only 15,_201_80,902,281,2,4,2,0,2,2,2,4,2,0,2,2,2,1
13322,1076,1076,4,1,_8,only 8,2,1,_15,only 15,_56,244,56,1,2,2,0,2,2,2,2,2,0,2,2,2,0
57,1075,1075,28,1,_8,only 8,1,2,_15_11,only 11&15,_201_80,902,281,2,37,19,13,9,28,19,4,2,1,1,3,2,1
2440,1075,1075,28,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,4,2,1,1,2,2,32,16,6,12,20,16,2
4118,1075,1075,28,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,6,3,0,3,3,3,19,10,1,9,10,10,2
5634,1075,1075,28,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,33,16,16,5,28,16,7,4,4,1,6,4,1
5701,1075,1075,28,1,_8,only 8,1,2,_15_11,only 11&15,_172_203_82,214,457,3,36,12,14,4,28,5,15,5,4,1,8,6,2
5732,1075,1075,28,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,14,7,3,5,9,7,9,5,2,3,6,5,1
5989,1075,1075,28,2,_8_2,with 8,1,3,_15_11_38,others,_183_82_317_203,23,785,4,55,14,10,4,28,12,14,4,3,1,8,3,2
6074,1075,1075,28,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,4,2,1,1,3,2,30,15,7,10,20,15,2
8514,1075,1075,28,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,2,1,0,1,1,1,49,25,5,21,28,25,2
9208,1075,1075,28,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,15,8,9,1,14,8,27,14,16,2,25,14,1
9733,1075,1075,28,2,_2_8,with 8,1,3,_11_20_15,others,_134_82_219_203,1419,638,4,66,17,13,5,28,17,13,3,3,1,6,3,2
10272,1075,1075,28,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,12,6,4,3,9,6,12,6,4,3,9,6,0
11497,1075,1075,28,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,17,8,8,3,14,8,12,6,6,2,10,6,1
11659,1075,1075,28,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,6,3,1,2,4,3,22,11,4,8,14,11,1
12720,1075,1075,28,1,_8,only 8,1,2,_11_15,only 11&15,_82_172_203,3472,457,3,32,11,15,2,28,3,28,9,8,1,16,11,1
14370,1075,1075,28,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,13,6,4,4,9,6,11,6,4,3,8,6,0
14603,1075,1075,28,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,4,2,1,1,3,2,32,16,8,10,22,16,2
14680,1075,1075,28,1,_8,only 8,2,1,_15,only 15,_82,3472,82,1,2,2,0,2,2,2,12,12,0,12,12,12,0
15622,1075,1075,28,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,29,14,19,1,28,14,35,18,23,1,34,18,1
16255,1075,1075,28,1,_8,only 8,2,1,_15,only 15,_82_80,3472,162,2,30,15,18,2,28,15,13,7,8,1,12,7,1
16505,1075,1075,28,1,_8,only 8,2,1,_15,only 15,_82,3472,82,1,4,4,0,4,4,4,8,8,0,8,8,8,0
5339,1074,1074,1,1,_8,only 8,1,2,_15_11,only 11&15,_56_172,244,228,2,1,1,0,1,1,1,4,2,0,2,2,2,0
157,1072,1072,6,1,_8,only 8,1,1,_11,only 11,_81_202,305,283,2,5,2,1,2,3,2,6,3,1,2,4,3,0
2021,1072,1072,6,1,_8,only 8,1,1,_11,only 11,_191_70,301,261,2,12,6,0,6,6,6,2,1,0,1,1,1,0
2424,1072,1072,6,1,_8,only 8,2,1,_11,only 11,_81,305,81,1,6,6,0,6,6,6,1,1,0,1,1,1,0
9245,1072,1072,6,1,_8,only 8,1,1,_11,only 11,_202_81,277,283,2,6,3,0,3,3,3,4,2,0,2,2,2,0
10146,1072,1072,6,1,_8,only 8,1,1,_11,only 11,_81_202,305,283,2,1,0,0,0,0,0,28,14,0,14,14,14,0
18139,1072,1072,6,1,_8,only 8,1,1,_11,only 11,_81_202,305,283,2,2,1,0,1,1,1,14,7,1,6,8,7,2
13496,1071,1071,1,1,_8,only 8,2,1,_15,only 15,_68,1093,68,1,1,1,0,1,1,1,2,2,0,2,2,2,0
4288,1070,1070,1,1,_2,only 2,1,1,_20,only 20,_219_134,1152,353,2,2,1,0,1,1,1,2,1,0,1,1,1,0
2375,1069,1069,3,1,_8,only 8,1,1,_11,only 11,_170_207_86_54,1526,517,4,6,2,2,0,3,2,40,10,10,1,19,10,1
7639,1069,1069,3,1,_8,only 8,1,1,_11,only 11,_170,1526,170,1,2,2,0,2,2,2,2,2,0,2,2,2,1
16733,1069,1069,3,1,_8,only 8,1,1,_11,only 11,_209_87,209,296,2,1,1,0,0,1,1,11,6,2,4,7,6,0
7377,1068,1068,1,1,_8,only 8,1,1,_11,only 11,_182_170_209,157,561,3,1,0,1,0,1,0,18,6,5,1,11,6,0
1193,1067,1067,11,1,_8,only 8,1,1,_11,only 11,_170_54,1526,224,2,22,11,0,11,11,11,2,1,0,1,1,1,1
2268,1067,1067,11,1,_8,only 8,1,1,_11,only 11,_170,1526,170,1,11,11,0,11,11,11,1,1,0,1,1,1,1
3695,1067,1067,11,1,_8,only 8,1,1,_11,only 11,_170,1526,170,1,4,4,0,4,4,4,3,3,0,3,3,3,1
4469,1067,1067,11,1,_8,only 8,2,1,_11,only 11,_54_68,1573,122,2,9,5,1,4,6,5,5,3,1,2,3,3,0
5333,1067,1067,11,1,_8,only 8,1,1,_11,only 11,_170_54,1526,224,2,4,2,1,1,3,2,16,8,6,4,12,8,0
8945,1067,1067,11,1,_8,only 8,1,1,_11,only 11,_170_54,1526,224,2,15,7,5,4,11,7,4,2,1,1,3,2,1
12997,1067,1067,11,2,_8_2,with 8,1,2,_11_20,others,_134_54_170_219,1419,577,4,44,11,0,11,11,11,4,1,0,1,1,1,1
13860,1067,1067,11,1,_8,only 8,1,2,_11_32,others,_280_54_170,63,504,3,20,7,4,4,11,6,6,2,1,1,3,2,1
14948,1067,1067,11,1,_8,only 8,1,1,_11,only 11,_54,1573,54,1,6,6,0,6,6,6,2,2,0,2,2,2,1
18314,1067,1067,11,1,_8,only 8,1,1,_11,only 11,_170_54,1526,224,2,9,5,1,4,6,5,5,3,1,2,3,3,1
2599,1066,1066,9,2,_4_8,with 8,2,2,_11_14,others,_68,1093,68,1,9,9,0,9,9,9,1,1,0,1,1,1,0
4386,1066,1066,9,2,_6_8,with 8,1,2,_11_13,others,_345_54_273_68,321,740,4,17,4,3,1,9,4,16,4,4,1,10,3,1
6347,1066,1066,9,3,_6_10_8,with 8,1,3,_11_13_18,others,_273_255_333_68,491,929,4,36,9,0,9,9,9,4,1,0,1,1,1,0
6741,1066,1066,9,2,_8_6,with 8,1,2,_11_13,others,_68_273,1093,341,2,11,5,5,2,9,5,6,3,3,1,5,3,1
9271,1066,1066,9,2,_8_6,with 8,1,2,_11_13,others,_68_273,1093,341,2,18,9,0,9,9,9,2,1,0,1,1,1,1
9361,1066,1066,9,3,_8_6_7,with 8,1,3,_23_13_11,others,_54_223_273_306_170,1573,1026,5,45,9,0,9,9,9,5,1,0,1,1,1,1
11058,1066,1066,9,1,_2,only 2,1,1,_20,only 20,_219_134,1152,353,2,18,9,0,9,9,9,2,1,0,1,1,1,0
13732,1066,1066,9,1,_8,only 8,2,1,_11,only 11,_68,1093,68,1,2,2,0,2,2,2,5,5,0,5,5,5,0
17366,1066,1066,9,3,_8_6_10,with 8,1,3,_13_18_11,others,_170_54_255_273,1526,752,4,36,9,0,9,9,9,4,1,0,1,1,1,0
4170,1065,1065,5,1,_2,only 2,1,1,_20,only 20,_134,1419,134,1,5,5,0,5,5,5,1,1,0,1,1,1,0
6591,1065,1065,5,1,_8,only 8,1,1,_11,only 11,_201_80,902,281,2,5,3,0,3,3,3,4,2,0,2,2,2,1
8419,1065,1065,5,1,_2,only 2,2,1,_38,others,_317_238,17,555,2,8,4,2,3,5,4,3,2,1,1,2,2,0
14060,1065,1065,5,1,_2,only 2,4,1,_38,others,_317,17,317,1,3,3,0,3,3,3,2,2,0,2,2,2,0
16837,1065,1065,5,1,_8,only 8,1,1,_11,only 11,_201,902,201,1,5,5,0,5,5,5,1,1,0,1,1,1,1
926,1064,1064,1,1,_2,only 2,1,1,_24,others,_318_239,44,557,2,1,1,0,1,1,1,4,2,0,2,2,2,0
1770,1063,1063,14,1,_8,only 8,1,1,_11,only 11,_202,277,202,1,14,14,0,14,14,14,1,1,0,1,1,1,1
2405,1063,1063,14,1,_8,only 8,1,1,_11,only 11,_195_73,783,268,2,7,4,1,3,5,4,8,4,1,3,5,4,0
3536,1063,1063,14,1,_8,only 8,1,1,_11,only 11,_109_73_195,70,377,3,15,5,8,0,14,1,65,22,19,1,37,27,0
